Division/SIC,Description,Link
7513,Truck Rental and Leasing, Without Drivers,http://www.osha.gov/pls/imis/sic_manual.display?id=128&tab=description
7514,Passenger Car Rental,http://www.osha.gov/pls/imis/sic_manual.display?id=129&tab=description
7515,Passenger Car Leasing,http://www.osha.gov/pls/imis/sic_manual.display?id=130&tab=description
7519,Utility Trailer and Recreational Vehicle Rental,http://www.osha.gov/pls/imis/sic_manual.display?id=131&tab=description
752,Automobile Parking,
7521,Automobile Parking,http://www.osha.gov/pls/imis/sic_manual.display?id=132&tab=description
753,Automotive Repair Shops,
7532,Top, Body, and Upholstery Repair Shops and Paint Shops,http://www.osha.gov/pls/imis/sic_manual.display?id=133&tab=description
7533,Automotive Exhaust System Repair Shops,http://www.osha.gov/pls/imis/sic_manual.display?id=134&tab=description
7534,Tire Retreading and Repair Shops,http://www.osha.gov/pls/imis/sic_manual.display?id=274&tab=description
7536,Automotive Glass Replacement Shops,http://www.osha.gov/pls/imis/sic_manual.display?id=135&tab=description
7537,Automotive Transmission Repair Shops,http://www.osha.gov/pls/imis/sic_manual.display?id=160&tab=description
7538,General Automotive Repair Shops,http://www.osha.gov/pls/imis/sic_manual.display?id=161&tab=description
7539,Automotive Repair Shops, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=162&tab=description
754,Automotive Services, Except Repair,
7542,Carwashes,http://www.osha.gov/pls/imis/sic_manual.display?id=163&tab=description
7549,Automotive Services, Except Repair and Carwashes,http://www.osha.gov/pls/imis/sic_manual.display?id=164&tab=description
76,Miscellaneous Repair Services,http://www.osha.gov/pls/imis/sic_manual.display?id=64&tab=group
762,Electrical Repair Shops,
7622,Radio and Television Repair Shops,http://www.osha.gov/pls/imis/sic_manual.display?id=275&tab=description
7623,Refrigeration and Air-Conditioning Service and Repair Shops,http://www.osha.gov/pls/imis/sic_manual.display?id=165&tab=description
7629,Electrical and Electronic Repair Shops, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=166&tab=description
763,Watch, Clock, And Jewelry Repair,
7631,Watch, Clock, and Jewelry Repair,http://www.osha.gov/pls/imis/sic_manual.display?id=167&tab=description
764,Reupholstery And Furniture Repair,
7641,Reupholstery and Furniture Repair,http://www.osha.gov/pls/imis/sic_manual.display?id=168&tab=description
769,Miscellaneous Repair Shops And Related Services,
7692,Welding Repair,http://www.osha.gov/pls/imis/sic_manual.display?id=169&tab=description
7694,Armature Rewinding Shops,http://www.osha.gov/pls/imis/sic_manual.display?id=276&tab=description
7699,Repair Shops and Related Services, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=170&tab=description
78,Motion Pictures,http://www.osha.gov/pls/imis/sic_manual.display?id=65&tab=group
781,Motion Picture Production And Allied Services,
7812,Motion Picture and Video Tape Production,http://www.osha.gov/pls/imis/sic_manual.display?id=171&tab=description
7819,Services Allied to Motion Picture Production,http://www.osha.gov/pls/imis/sic_manual.display?id=172&tab=description
782,Motion Picture Distribution And Allied Services,
7822,Motion Picture and Video Tape Distribution,http://www.osha.gov/pls/imis/sic_manual.display?id=173&tab=description
7829,Services Allied to Motion Picture Distribution,http://www.osha.gov/pls/imis/sic_manual.display?id=174&tab=description
783,Motion Picture Theaters,
7832,Motion Picture Theaters, Except Drive-In,http://www.osha.gov/pls/imis/sic_manual.display?id=175&tab=description
7833,Drive-In Motion Picture Theaters,http://www.osha.gov/pls/imis/sic_manual.display?id=176&tab=description
784,Video Tape Rental,
7841,Video Tape Rental,http://www.osha.gov/pls/imis/sic_manual.display?id=177&tab=description
79,Amusement And Recreation Services,http://www.osha.gov/pls/imis/sic_manual.display?id=66&tab=group
791,Dance Studios, Schools, And Halls,
7911,Dance Studios, Schools, and Halls,http://www.osha.gov/pls/imis/sic_manual.display?id=277&tab=description
792,Theatrical Producers (except Motion Picture),,
7922,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services,http://www.osha.gov/pls/imis/sic_manual.display?id=178&tab=description
7929,Bands, Orchestras, Actors, and Other Entertainers and Entertainment Groups,http://www.osha.gov/pls/imis/sic_manual.display?id=179&tab=description
793,Bowling Centers,
7933,Bowling Centers,http://www.osha.gov/pls/imis/sic_manual.display?id=180&tab=description
794,Commercial Sports,
7941,Professional Sports Clubs and Promoters,http://www.osha.gov/pls/imis/sic_manual.display?id=181&tab=description
7948,Racing, Including Track Operation,http://www.osha.gov/pls/imis/sic_manual.display?id=182&tab=description
799,Miscellaneous Amusement And Recreation,
7991,Physical Fitness Facilities,http://www.osha.gov/pls/imis/sic_manual.display?id=183&tab=description
7992,Public Golf Courses,http://www.osha.gov/pls/imis/sic_manual.display?id=184&tab=description
7993,Coin-Operated Amusement Devices,http://www.osha.gov/pls/imis/sic_manual.display?id=185&tab=description
7996,Amusement Parks,http://www.osha.gov/pls/imis/sic_manual.display?id=186&tab=description
7997,Membership Sports and Recreation Clubs,http://www.osha.gov/pls/imis/sic_manual.display?id=187&tab=description
7999,Amusement and Recreation Services, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=188&tab=description
80,Health Services,http://www.osha.gov/pls/imis/sic_manual.display?id=67&tab=group
801,Offices And Clinics Of Doctors Of Medicine,
8011,Offices and Clinics of Doctors of Medicine,http://www.osha.gov/pls/imis/sic_manual.display?id=189&tab=description
802,Offices And Clinics Of Dentists,
8021,Offices and Clinics of Dentists,http://www.osha.gov/pls/imis/sic_manual.display?id=190&tab=description
803,Offices And Clinics Of Doctors Of Osteopathy,
8031,Offices and Clinics of Doctors of Osteopathy,http://www.osha.gov/pls/imis/sic_manual.display?id=191&tab=description
804,Offices And Clinics Of Other Health Practitioners,
8041,Offices and Clinics of Chiropractors,http://www.osha.gov/pls/imis/sic_manual.display?id=192&tab=description
8042,Offices and Clinics of Optometrists,http://www.osha.gov/pls/imis/sic_manual.display?id=193&tab=description
8043,Offices and Clinics of Podiatrists,http://www.osha.gov/pls/imis/sic_manual.display?id=194&tab=description
8049,Offices and Clinics of Health Practitioners, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=278&tab=description
805,Nursing And Personal Care Facilities,
8051,Skilled Nursing Care Facilities,http://www.osha.gov/pls/imis/sic_manual.display?id=195&tab=description
8052,Intermediate Care Facilities,http://www.osha.gov/pls/imis/sic_manual.display?id=196&tab=description
8059,Nursing and Personal Care Facilities, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=279&tab=description
806,Hospitals,
8062,General Medical and Surgical Hospitals,http://www.osha.gov/pls/imis/sic_manual.display?id=197&tab=description
8063,Psychiatric Hospitals,http://www.osha.gov/pls/imis/sic_manual.display?id=198&tab=description
8069,Specialty Hospitals, Except Psychiatric,http://www.osha.gov/pls/imis/sic_manual.display?id=280&tab=description
807,Medical And Dental Laboratories,
8071,Medical Laboratories,http://www.osha.gov/pls/imis/sic_manual.display?id=199&tab=description
8072,Dental Laboratories,http://www.osha.gov/pls/imis/sic_manual.display?id=200&tab=description
808,Home Health Care Services,
8082,Home Health Care Services,http://www.osha.gov/pls/imis/sic_manual.display?id=281&tab=description
809,Miscellaneous Health And Allied Services, Not,
8092,Kidney Dialysis Centers,http://www.osha.gov/pls/imis/sic_manual.display?id=201&tab=description
8093,Specialty Outpatient Facilities, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=202&tab=description
8099,Health and Allied Services, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=203&tab=description
81,Legal Services,http://www.osha.gov/pls/imis/sic_manual.display?id=68&tab=group
811,Legal Services,
8111,Legal Services,http://www.osha.gov/pls/imis/sic_manual.display?id=282&tab=description
82,Educational Services,http://www.osha.gov/pls/imis/sic_manual.display?id=69&tab=group
821,Elementary And Secondary Schools,
8211,Elementary and Secondary Schools,http://www.osha.gov/pls/imis/sic_manual.display?id=204&tab=description
822,Colleges, Universities, Professional Schools, And,
8221,Colleges, Universities, and Professional Schools,http://www.osha.gov/pls/imis/sic_manual.display?id=205&tab=description
8222,Junior Colleges and Technical Institutes,http://www.osha.gov/pls/imis/sic_manual.display?id=206&tab=description
823,Libraries,
8231,Libraries,http://www.osha.gov/pls/imis/sic_manual.display?id=207&tab=description
824,Vocational Schools,
8243,Data Processing Schools,http://www.osha.gov/pls/imis/sic_manual.display?id=208&tab=description
8244,Business and Secretarial Schools,http://www.osha.gov/pls/imis/sic_manual.display?id=209&tab=description
8249,Vocational Schools, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=210&tab=description
829,Schools And Educational Services, Not Elsewhere,
8299,Schools and Educational Services, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=211&tab=description
83,Social Services,http://www.osha.gov/pls/imis/sic_manual.display?id=70&tab=group
832,Individual And Family Social Services,
8322,Individual and Family Social Services,http://www.osha.gov/pls/imis/sic_manual.display?id=283&tab=description
833,Job Training And Vocational Rehabilitation,
8331,Job Training and Vocational Rehabilitation Services,http://www.osha.gov/pls/imis/sic_manual.display?id=212&tab=description
835,Child Day Care Services,
8351,Child Day Care Services,http://www.osha.gov/pls/imis/sic_manual.display?id=213&tab=description
836,Residential Care,
8361,Residential Care,http://www.osha.gov/pls/imis/sic_manual.display?id=284&tab=description
839,Social Services, Not Elsewhere Classified,
8399,Social Services, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=214&tab=description
84,Museums, Art Galleries, And Botanical And Zoological Gardens,http://www.osha.gov/pls/imis/sic_manual.display?id=71&tab=group
841,Museums And Art Galleries,
8412,Museums and Art Galleries,http://www.osha.gov/pls/imis/sic_manual.display?id=215&tab=description
842,Arboreta And Botanical Or Zoological Gardens,
8422,Arboreta and Botanical or Zoological Gardens,http://www.osha.gov/pls/imis/sic_manual.display?id=216&tab=description
86,Membership Organizations,http://www.osha.gov/pls/imis/sic_manual.display?id=72&tab=group
861,Business Associations,
8611,Business Associations,http://www.osha.gov/pls/imis/sic_manual.display?id=285&tab=description
862,Professional Membership Organizations,
8621,Professional Membership Organizations,http://www.osha.gov/pls/imis/sic_manual.display?id=217&tab=description
863,Labor Unions And Similar Labor Organizations,
8631,Labor Unions and Similar Labor Organizations,http://www.osha.gov/pls/imis/sic_manual.display?id=286&tab=description
864,Civic, Social, And Fraternal Associations,
8641,Civic, Social, and Fraternal Associations,http://www.osha.gov/pls/imis/sic_manual.display?id=287&tab=description
865,Political Organizations,
8651,Political Organizations,http://www.osha.gov/pls/imis/sic_manual.display?id=218&tab=description
866,Religious Organizations,
8661,Religious Organizations,http://www.osha.gov/pls/imis/sic_manual.display?id=219&tab=description
869,Membership Organizations, Not Elsewhere,
8699,Membership Organizations, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=288&tab=description
87,Engineering, Accounting, Research, Management, And Related Services,http://www.osha.gov/pls/imis/sic_manual.display?id=73&tab=group
871,Engineering, Architectural, And Surveying,
8711,Engineering Services,http://www.osha.gov/pls/imis/sic_manual.display?id=220&tab=description
8712,Architectural Services,http://www.osha.gov/pls/imis/sic_manual.display?id=221&tab=description
8713,Surveying Services,http://www.osha.gov/pls/imis/sic_manual.display?id=222&tab=description
872,Accounting, Auditing, And Bookkeeping Services,
8721,Accounting, Auditing, and Bookkeeping Services,http://www.osha.gov/pls/imis/sic_manual.display?id=223&tab=description
873,Research, Development, And Testing Services,
8731,Commercial Physical and Biological Research,http://www.osha.gov/pls/imis/sic_manual.display?id=224&tab=description
8732,Commercial Economic, Sociological, and Educational Research,http://www.osha.gov/pls/imis/sic_manual.display?id=225&tab=description
8733,Noncommercial Research Organizations,http://www.osha.gov/pls/imis/sic_manual.display?id=226&tab=description
8734,Testing Laboratories,http://www.osha.gov/pls/imis/sic_manual.display?id=227&tab=description
874,Management And Public Relations Services,
8741,Management Services,http://www.osha.gov/pls/imis/sic_manual.display?id=228&tab=description
8742,Management Consulting Services,http://www.osha.gov/pls/imis/sic_manual.display?id=229&tab=description
8743,Public Relations Services,http://www.osha.gov/pls/imis/sic_manual.display?id=230&tab=description
8744,Facilities Support Management Services,http://www.osha.gov/pls/imis/sic_manual.display?id=231&tab=description
8748,Business Consulting Services, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=232&tab=description
88,Private Households,http://www.osha.gov/pls/imis/sic_manual.display?id=74&tab=group
881,Private Households,
8811,Private Households,http://www.osha.gov/pls/imis/sic_manual.display?id=233&tab=description
89,Miscellaneous Services,http://www.osha.gov/pls/imis/sic_manual.display?id=83&tab=group
899,Miscellaneous Services,
8999,Services, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=1014&tab=description
J,Public Administration,http://www.osha.gov/pls/imis/sic_manual.display?id=10&tab=division
91,Executive, Legislative, And General Government, Except Finance,http://www.osha.gov/pls/imis/sic_manual.display?id=76&tab=group
911,Executive Offices,
9111,Executive Offices,http://www.osha.gov/pls/imis/sic_manual.display?id=289&tab=description
912,Legislative Bodies,
9121,Legislative Bodies,http://www.osha.gov/pls/imis/sic_manual.display?id=234&tab=description
913,Executive And Legislative Offices Combined,
9131,Executive and Legislative Offices Combined,http://www.osha.gov/pls/imis/sic_manual.display?id=235&tab=description
919,General Government, Not Elsewhere Classified,
9199,General Government, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=236&tab=description
92,Justice, Public Order, And Safety,http://www.osha.gov/pls/imis/sic_manual.display?id=77&tab=group
921,Courts,
9211,Courts,http://www.osha.gov/pls/imis/sic_manual.display?id=237&tab=description
922,Public Order And Safety,
9221,Police Protection,http://www.osha.gov/pls/imis/sic_manual.display?id=290&tab=description
9222,Legal Counsel and Prosecution,http://www.osha.gov/pls/imis/sic_manual.display?id=291&tab=description
9223,Correctional Institutions,http://www.osha.gov/pls/imis/sic_manual.display?id=238&tab=description
9224,Fire Protection,http://www.osha.gov/pls/imis/sic_manual.display?id=292&tab=description
9229,Public Order and Safety, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=239&tab=description
93,Public Finance, Taxation, And Monetary Policy,http://www.osha.gov/pls/imis/sic_manual.display?id=78&tab=group
931,Public Finance, Taxation, And Monetary Policy,
9311,Public Finance, Taxation, and Monetary Policy,http://www.osha.gov/pls/imis/sic_manual.display?id=293&tab=description
94,Administration Of Human Resource Programs,http://www.osha.gov/pls/imis/sic_manual.display?id=75&tab=group
941,Administration Of Educational Programs,
9411,Administration of Educational Programs,http://www.osha.gov/pls/imis/sic_manual.display?id=240&tab=description
943,Administration Of Public Health Programs,
9431,Administration of Public Health Programs,http://www.osha.gov/pls/imis/sic_manual.display?id=241&tab=description
944,Administration Of Social, Human Resource And,
9441,Administration of Social, Human Resource and Income Maintenance Programs,http://www.osha.gov/pls/imis/sic_manual.display?id=294&tab=description
945,Administration Of Veteran&#39;s Affairs, Except,
9451,Administration of Veterans' Affairs, Except Health and Insurance,http://www.osha.gov/pls/imis/sic_manual.display?id=295&tab=description
95,Administration Of Environmental Quality And Housing Programs,http://www.osha.gov/pls/imis/sic_manual.display?id=79&tab=group
951,Administration Of Environmental Quality,
9511,Air and Water Resource and Solid Waste Management,http://www.osha.gov/pls/imis/sic_manual.display?id=242&tab=description
9512,Land, Mineral, Wildlife, and Forest Conservation,http://www.osha.gov/pls/imis/sic_manual.display?id=306&tab=description
953,Administration Of Housing And Urban,
9531,Administration of Housing Programs,http://www.osha.gov/pls/imis/sic_manual.display?id=307&tab=description
9532,Administration of Urban Planning and Community and Rural Development,http://www.osha.gov/pls/imis/sic_manual.display?id=308&tab=description
96,Administration Of Economic Programs,http://www.osha.gov/pls/imis/sic_manual.display?id=80&tab=group
961,Administration Of General Economic Programs,
9611,Administration of General Economic Programs,http://www.osha.gov/pls/imis/sic_manual.display?id=309&tab=description
962,Regulation And Administration Of Transportation,
9621,Regulation and Administration of Transportation Programs,http://www.osha.gov/pls/imis/sic_manual.display?id=340&tab=description
963,Regulation And Administration Of,
9631,Regulation and Administration of Communications, Electric, Gas, and Other Utilities,http://www.osha.gov/pls/imis/sic_manual.display?id=341&tab=description
964,Regulation Of Agricultural Marketing And,
9641,Regulation of Agricultural Marketing and Commodities,http://www.osha.gov/pls/imis/sic_manual.display?id=342&tab=description
965,Regulation, Licensing, And Inspection Of,
9651,Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors,http://www.osha.gov/pls/imis/sic_manual.display?id=343&tab=description
966,Space Research And Technology,
9661,Space and Research and Technology,http://www.osha.gov/pls/imis/sic_manual.display?id=344&tab=description
97,National Security And International Affairs,http://www.osha.gov/pls/imis/sic_manual.display?id=81&tab=group
971,National Security,
9711,National Security,http://www.osha.gov/pls/imis/sic_manual.display?id=345&tab=description
972,International Affairs,
9721,International Affairs,http://www.osha.gov/pls/imis/sic_manual.display?id=346&tab=description
99,Nonclassifiable Establishments,http://www.osha.gov/pls/imis/sic_manual.display?id=82&tab=group
999,Nonclassifiable Establishments,
9999,Nonclassifiable Establishments,http://www.osha.gov/pls/imis/sic_manual.display?id=999&tab=description
